source,record_id,source_categories,families,carrier_kinds,configuration_evidence,canonicalization_role,multiplicity,multiplicity_basis,source_element_count,extractable_configured_count,reference_rs_count,attached_tetrahedral_count,reference_locus_count,structure_available
acs_stereomolgraph,VS075,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS076,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS077,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS080,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS081,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS082,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS083,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS084,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS085,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS087,tetrahedral;tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS088,tetrahedral;tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS089,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS090,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS091,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS092,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS093,planar_bond;planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS094,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS095,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS096,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS097,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS098,tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS099,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS100,planar_bond;planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS101,planar_bond;planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS102,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS103,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS104,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS105,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS106,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS107,planar_bond;planar_bond;planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS108,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS109,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS110,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS111,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS112,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS113,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS114,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS115,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS116,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS117,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS121,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS122,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS123,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS125,tetrahedral;tetrahedral;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS126,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;planar_bond;planar_bond;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,10,10,,,,true
acs_stereomolgraph,VS127,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;planar_bond;planar_bond;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,10,10,,,,true
acs_stereomolgraph,VS128,tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS129,tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS130,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS131,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS133,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS134,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS136,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS137,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS138,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS139,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS140,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS142,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS143,tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS145,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS146,tetrahedral;tetrahedral;planar_bond;planar_bond;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS147,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS148,planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS149,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS150,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS151,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS152,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS153,planar_bond;planar_bond,planar_bond,bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS156,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS157,tetrahedral;tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS159,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS160,tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS161,tetrahedral;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS162,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS163,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS165,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS167,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS168,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS169,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS170,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS171,tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,single,extractable_configured_elements,1,1,,,,true
acs_stereomolgraph,VS172,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS173,tetrahedral;planar_bond;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS174,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS191,tetrahedral;planar_bond;planar_bond;planar_bond;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS192,tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS193,tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS194,tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS195,tetrahedral;planar_bond;planar_bond,planar_bond;tetrahedral,atom_center;bond_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,3,3,,,,true
acs_stereomolgraph,VS196,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS197,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS198,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,13,13,,,,true
acs_stereomolgraph,VS199,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS200,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS201,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS202,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,5,5,,,,true
acs_stereomolgraph,VS203,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,9,9,,,,true
acs_stereomolgraph,VS204,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,9,9,,,,true
acs_stereomolgraph,VS205,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS206,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS207,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS208,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS209,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS210,tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,6,6,,,,true
acs_stereomolgraph,VS211,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS212,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS213,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS215,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS216,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS217,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS218,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS219,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS220,tetrahedral;tetrahedral;tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,4,4,,,,true
acs_stereomolgraph,VS221,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
acs_stereomolgraph,VS222,tetrahedral;tetrahedral,tetrahedral,atom_center,configured_structure,configured_certificate,multiple,extractable_configured_elements,2,2,,,,true
